account_name,statement_type
Recursos de Aceites e Emissão de Títulos,BPP
Recursos de Emissão de Títulos,BPP
"Recursos de Letras Imobiliárias,Hipotecárias, de Crédito e Similares",BPP
Recursos de Mercados Institucionais,BPP
Recursos de Mercados Interbancários,BPP
Recursos de aceites e emissão de títulos,BPP
Recursos de parceiros,BPP
Recursos destinados a aumento de capital,BPP
Recursos para aumento de capital,BPP
Redutora de Capital,BPP
Redução de Capital,BPP
Redução de capital - minoritário,BPP
Reembolso a Pagar,BPP
Reembolso a clientes,BPP
Refis,BPP
Refis - Parcelamento,BPP
Refis - Programa de Recuperação Fiscal,BPP
Refis - Programa de recuperação fiscal,BPP
Refis / Pert,BPP
Regulatórias,BPP
Relações Interdependências,BPP
Relações Interfinanceiras,BPP
Relações interdependências,BPP
Remuneração Baseada em Ações,BPP
Remuneração aos acionistas,BPP
Remuneração baseada em ações,BPP
Remuneração das Imobilizações em Curso,BPP
Remuneração das Imobilizações em Curso - Capital Próprio,BPP
Remuneração em Ações,BPP
Rendas a Apropriar Líquidas,BPP
Repasse Seguro - Conta de Energia,BPP
Repasse a Terceiros,BPP
Repasse para parceiros,BPP
Repasses a efetuar a parceiros nos empreendimentos,BPP
Repasses financeiros a repassar,BPP
Representantes comissionados,BPP
Res-sperata a apropriar,BPP
Rescisões de clientes,BPP
Resersão de Dividendos não Reclamados e Prescritos,BPP
Reserva Ativo Contingente,BPP
Reserva Especial,BPP
Reserva Especial Lei 8.200/91,BPP
Reserva Especial de Dividendos,BPP
Reserva Especial de Incorporação - Acervo Líquido,BPP
Reserva Especial de Lucros a Realizar,BPP
Reserva Especial de Ágio,BPP
Reserva Especial de Ágio na Incorporação,BPP
Reserva Especial para Dividendos Não Distribuídos,BPP
Reserva Estatutária,BPP
Reserva Estatutária de Capital Regulatótio,BPP
Reserva Estatutária para Investimento,BPP
Reserva Estatutária para Investimentos,BPP
Reserva Global de Reversão - RGR,BPP
Reserva Incentivos Fiscais,BPP
Reserva Investimentos,BPP
Reserva Legal,BPP
Reserva Obrigatória - Dividendos não Distribuídos,BPP
Reserva Orçamento de Capital,BPP
Reserva Reflexa Baseada em Ações,BPP
Reserva Reflexa Incent Fiscais nas controladas,BPP
Reserva Reflexo Controlada,BPP
Reserva com Stock Options,BPP
Reserva de Ajuste Patrimonial,BPP
Reserva de Ativos Biológicos,BPP
Reserva de Avaliação Patrimonial,BPP
Reserva de Capital,BPP
Reserva de Capital Excedente de Capital,BPP
Reserva de Capital a Realizar,BPP
Reserva de Capital e Outorga de Ações,BPP
Reserva de Combinação de Negócios,BPP
Reserva de Emissão de Ações,BPP
Reserva de Expansão,BPP
Reserva de Expansão e Investimento,BPP
Reserva de Hedge de Fluxo de Caixa,BPP
Reserva de Hedge de fluxo de caixa,BPP
Reserva de Incentivos Fiscais,BPP
Reserva de Incentivos Fiscais Reflexa,BPP
Reserva de Incorporação,BPP
Reserva de Investimento,BPP
Reserva de Investimentos,BPP
Reserva de Investimentos e Expansão,BPP
Reserva de Investimentos e Participações Societárias,BPP
Reserva de Isenção de Imposto de Renda,BPP
Reserva de Lucro,BPP
Reserva de Lucros,BPP
Reserva de Lucros a Realizar,BPP
Reserva de Lucros e Reserva de Ativos Biológicos,BPP
Reserva de Lucros para Investimentos,BPP
Reserva de Opções de Ações,BPP
Reserva de Pagamentos Baseados em Ações,BPP
Reserva de Reavaliação em Controlada,BPP
Reserva de Reinvestimentos,BPP
Reserva de Retenção de Lucros,BPP
Reserva de Retenção de lucros para Investimento,BPP
Reserva de Subvenções Governamentais,BPP
Reserva de alienação de ações em tesouraria,BPP
Reserva de avaliação patrimonial,BPP
Reserva de capital,BPP
Reserva de capital de giro,BPP
Reserva de conversão de moeda estrangeira,BPP
Reserva de dividendos,BPP
Reserva de hedge de fluxo de caixa,BPP
Reserva de incentivo fiscal,BPP
Reserva de incentivos fiscais,BPP
Reserva de incorporação reversa,BPP
Reserva de investimento incentivada,BPP
Reserva de lucros,BPP
Reserva de lucros a integralizar,BPP
Reserva de lucros a realizar,BPP
Reserva de lucros para expansão,BPP
Reserva de opção de compra de ações,BPP
Reserva de plano de opções de ações,BPP
Reserva de plano de opções de ações restritas,BPP
Reserva de reavaliação de investimentos,BPP
Reserva de Ágio,BPP
Reserva de ágio,BPP
Reserva de ágio na alienação de ações próprias,BPP
Reserva do Plano de Opção de Compra de ação,BPP
Reserva especial de Incorporação - Acervo líquido,BPP
Reserva especial de ágio,BPP
Reserva estatutária,BPP
Reserva legal,BPP
Reserva p/ Investimento e Capital de Giro,BPP
Reserva p/Investimento e Capital de Giro,BPP
Reserva p/Investimentos,BPP
Reserva par Pagamento Baseado em Ações,BPP
Reserva para Aumento de Capital,BPP
Reserva para Contingências,BPP
Reserva para Expansão,BPP
Reserva para Expansão e Modernização,BPP
Reserva para Futuro Aumento de Capital,BPP
Reserva para Incentivos Fiscais Reflexa de Invesitda,BPP
Reserva para Investimento,BPP
Reserva para Investimento e Expansão,BPP
Reserva para Investimentos,BPP
Reserva para Subvenções,BPP
Reserva para aquisição de não controladores,BPP
Reserva para aumento de Capital,BPP
Reserva para aumento de capital,BPP
Reserva para compra de ações em tesouraria,BPP
Reserva para expansão,BPP
Reserva para investimento,BPP
Reserva para investimento/expansão,BPP
Reserva para investimentos,BPP
Reserva para novos empreendimentos,BPP
Reserva para pagamento baseado em ações,BPP
Reserva para plano de opção de compra de ações,BPP
Reserva para retenção de lucros,BPP
Reserva por incentivo fiscal e desenvolvimento econômico,BPP
Reserva reflexa de ações em tesouraria,BPP
Reserva Ágio Alienação de Ações Própria,BPP
Reserva Ágio Alienação de Ações Próprias,BPP
Reservas  de capital,BPP
Reservas a Integralizar,BPP
Reservas de Ativos Biológicos,BPP
Reservas de Capital,BPP
Reservas de Conversão,BPP
Reservas de Expansão,BPP
Reservas de Lucro a Disposição da Assembleia,BPP
Reservas de Lucros,BPP
Reservas de Re-avaliação Controladas,BPP
Reservas de Reavaliação,BPP
Reservas de capital,BPP
Reservas de incorporação,BPP
Reservas de lucros,BPP
Reservas de lucros - demais,BPP
Reservas de transações de capital,BPP
Reservas e Transações de Capital,BPP
Reservas para Investimentos,BPP
Reservas para Investimentos e Capital de Giro,BPP
Reservas para expansão,BPP
Responsabilidade de Ex-proprietários,BPP
Ressarcimento por indisponibilidade,BPP
Ressarcimento à consumidores - Tributos federais,BPP
Resultado Abrangente Acumulado,BPP
Resultado Diferido da Aquisição de Controladas,BPP
Resultado Períodos Anteriores,BPP
Resultado a Realizar em Operações de Hedge,BPP
Resultado a Realizar em Operações de Hedge-Controladas,BPP
Resultado de Ações em Tesouraria,BPP
Resultado de Exercícios Futuros,BPP
Resultado de Transferência de Ações em Tesouraria,BPP
Resultado de operações com acionistas não controladores,BPP
Resultado de participações em SCP,BPP
Resultado diferido líquido,BPP
Resultado do Exercicios Futuros,BPP
Resultado do exercicio,BPP
Resultado na Alienação de Ações em Tesouraria,BPP
Resultado na alienação de ações em tesouraria,BPP
Resultado nas operações com acionistas não controladores,BPP
Resultados Abrangentes Relacionados aos Ativos Mantidos para Venda,BPP
Resultados de Exercícios Futuros,BPP
Retenção de lucros,BPP
Retenções contratuais,BPP
Risco  Sacado a Pagar - Montadoras,BPP
Risco Sacado,BPP
Risco Sacado a Pagar - Montadoras,BPP
Risco Sacado à pagar,BPP
Risco sacado,BPP
Risco sacado a pagar,BPP
Risco sacado a pagar - montadoras,BPP
Riscos vigentes emitidos,BPP
Riscos vigentes não emitidos,BPP
Royalties,BPP
Salarios a pagar,BPP
Salarios e Encargos Sociais Parcelamento,BPP
Salarios e Encargos sociais,BPP
Salarios e Encargos sociais Parcelamento,BPP
Salarios e contribuições sociais,BPP
Salarios e encargos,BPP
Salarios e encargos sociais,BPP
"Salarios, encargos e provisões",BPP
Saldo a pagar (aquisição participação de controlada),BPP
Salário e Encargos Sociais,BPP
"Salário, Férias e Encargos Sociais",BPP
Salários,BPP
Salários a Pagar,BPP
Salários a pagar,BPP
Salários e Encargos Sociais,BPP
Salários e Encargos Sociais a pagar,BPP
Salários e Ordenados,BPP
Salários e Ordenados a Pagar (Nota 21),BPP
Salários e Provisões,BPP
Salários e contribuições sociais,BPP
Salários e encargos,BPP
Salários e encargos a pagar,BPP
Salários e encargos sociais,BPP
Salários e encargos sociais a pagar,BPP
Salários e férias a pagar,BPP
"Salários, Encargos Sociais E Partic",BPP
"Salários, Férias e Encargos",BPP
"Salários, Férias e Honorários",BPP
"Salários, Provisões e Contribuições Sociais",BPP
"Salários, abonos e encargos sociais",BPP
"Salários, benefícios a empregados e encargos a pagar",BPP
"Salários, encargos e contribuições",BPP
"Salários, encargos e provisão para férias",BPP
"Salários, encargos sociais, impostos e participações",BPP
"Salários, férias, encargos e participações",BPP
"Salários, férias, encargos, prêmios e participações",BPP
"Salários, provisões e contribuições sociais",BPP
"Salários, provisões e encargos sociais",BPP
Saques Cambiais,BPP
Saques Negociados,BPP
Saúde administrada,BPP
Seguros a pagar,BPP
Seguros e Aluguéis a Pagar,BPP
Seguros e Resseguros,BPP
Serviços - Canal Pinheiros,BPP
Serviços Públicos,BPP
Serviços a Prestar,BPP
Serviços a prestar,BPP
Sinistros a liquidar,BPP
Sociais e Estatutárias,BPP
Subscrito,BPP
Subvenção Governamental,BPP
Subvenção de Investimentos,BPP
Subvenção governamental,BPP
Subvenção para Investimento,BPP
Subvenção para Investimentos,BPP
Subvenção para investimento,BPP
Subvenção recebida,BPP
Subvenções Governamentais,BPP
Subvenções Governamentais a Apropriar - AFRMM,BPP
Subvenções de Investimento a Apropriar,BPP
Subvenções governamentais,BPP
Subvenções para Investimento,BPP
Subvenções para Investimento - CRC,BPP
Superávit (Déficit) Atuarial,BPP
Superávit de Baixa Renda,BPP
Taxa de fiscalização,BPP
Taxa de iluminação publica,BPP
Taxas Regulamentares,BPP
Taxas Regulamentares e Setoriais,BPP
Taxas e Tarifas Aeroportuárias,BPP
Taxas e tarifas,BPP
Taxas regulamentares,BPP
Terceiros,BPP
Termo de autocomposição e acordo de leniência,BPP
Terrenos a Pagar,BPP
Terrenos a pagar,BPP
Terrenos à pagar,BPP
Titulos Descontados,BPP
Titulos a Pagar,BPP
Titulos a pagar,BPP
Trabalhistas PPA Elemidia,BPP
Transação Excepcional,BPP
Transação com Pagamento Baseado em Ações,BPP
Transação de Capital,BPP
Transação de Capital com Controladas,BPP
Transação de capital,BPP
Transação de capital entre sócios,BPP
Transação de capital sobre compra de ações da AES Brasil Operações S.A.,BPP
Transação entre sócios,BPP
Transações com Acionistas,BPP
Transações com Partes Relacionadas,BPP
Transações com acionista,BPP
Transações com acionistas,BPP
Transações com acionistas não controladores,BPP
Transações com não Contraladores,BPP
Transações com não-controladores,BPP
Transações com partes relacionadas,BPP
Transações com socios,BPP
Transações com sócios,BPP
Transações de Capital,BPP
Transações de Capital entre Acionistas,BPP
Transações de capital,BPP
Transações de capital com sócios,BPP
Transações de capital entre acionistas,BPP
Transações de capital entre sócios,BPP
"Transações de capital,  líquidas dos efeitos tributários,",BPP
Transações de streaming,BPP
Transações entre acionistas,BPP
Transferência de Investimento entre Sócios,BPP
Transição de Capital,BPP
Transportes a Executar,BPP
Transportes a executar,BPP
Tributos  a pagar,BPP
Tributos Diferidos,BPP
Tributos Diferidos Ajuste Avaliação Patrimonial,BPP
Tributos Diferidos sobre Reavaliação,BPP
Tributos Estaduais Parceldos,BPP
Tributos Federais,BPP
Tributos Federais Parcelados,BPP
Tributos Federais parcelados,BPP
Tributos Municipais Parcelados,BPP
Tributos Parcelados,BPP
Tributos Parcelados - REFIS,BPP
Tributos a Pagar,BPP
Tributos a Recolher,BPP
Tributos a pagar,BPP
Tributos a recolher,BPP
Tributos a recolher parcelados,BPP
Tributos a recolher-(Refis Forjas),BPP
Tributos com Recolhimento Diferido,BPP
Tributos com exigibilidade suspensa,BPP
Tributos correntes,BPP
Tributos correntes a pagar,BPP
Tributos correntes a recolher,BPP
Tributos correntes com recolhimento diferido,BPP
Tributos deferidos,BPP
Tributos diferidos,BPP
Tributos e Contribuições,BPP
Tributos e Contribuições Sociais,BPP
Tributos e Contribuições Sociais a Pagar,BPP
Tributos e Contribuições Sociais a Recolher,BPP
Tributos e Contribuições sociais,BPP
Tributos e Encargos A Recolher,BPP
Tributos e Encargos sociais a recolher,BPP
Tributos e Obrigações Trabalhistas a Pagar,BPP
Tributos e contribuições a recolher,BPP
Tributos e encargos sociais a recolher,BPP
Tributos e obrigações trabalhistas a pagar,BPP
Tributos parcelados,BPP
Tributos sobre o lucro,BPP
Tributos sub judice,BPP
Tributos à Recolher,BPP
Tributários,BPP
Títulos Emitidos,BPP
Títulos a Pagar,BPP
Títulos a Pagar aquisição de controladas,BPP
Títulos a Pagar e Outros,BPP
Títulos a pagar,BPP
Títulos a pagar - Forfaiting,BPP
Títulos e Valores Mobiliários,BPP
UBP - Uso do Bem Público,BPP
UBP - Uso do bem público,BPP
Uso do bem publico,BPP
Uso do bem publico - UBP,BPP
Uso do bem público,BPP
Uso do bem público (UBP),BPP
Valor Justo,BPP
Valor Justo de Derivativos,BPP
Valor a Pagar por Aquisição de Participação Societária,BPP
Valor a pagar por Aquisições,BPP
Valor a pagar por aquisição de não controladores,BPP
Valor justo de derivativos,BPP
Valor justo dos contratos de comercialização de energia,BPP
Valor justo dos contratos de energia,BPP
Valor justo na compra de energia,BPP
Valores Reconhecidos em ORA Classificados como Mantidos para Venda,BPP
Valores a Pagar - Funcesp,BPP
Valores a Pagar - Terceiros,BPP
Valores a Pagar a Sociedades Ligadas,BPP
Valores a Pagar de Arrendamentos,BPP
Valores a Pagar de Parcela,BPP
Valores a Restituir a Acionistas,BPP
Valores a devolver da parcela A e outros itens financeiros,BPP
Valores a devolver de parcela A e outros itens financeiros,BPP
Valores a pagar - aquisição de empresas,BPP
Valores a pagar a bancos,BPP
Valores a pagar a partes relacionadas,BPP
Valores a pagar ao operador,BPP
Valores a pagar de Parcela,BPP
Valores a pagar de acordo com o plano de recuperação judicial,BPP
Valores a pagar por aquisições,BPP
Valores a pagar por partes relacionadas,BPP
Valores a pagar à rede de cartões de crédito,BPP
Valores a receber da parcela A e outros itens financeiros,BPP
Valores a repassar de Operação de Locação,BPP
Valores a serem restituídos a consumidores,BPP
Valores no PL relacionados a ativos mantidos para venda,BPP
Variação Cambial sobre Investimentos no Exterior,BPP
Variação Participação Societária,BPP
Verbas diretas,BPP
impostos a Recolher,BPP
provisão para manutenção de imóveis,BPP
provisões para indenização a pagar,BPP
provisões para processos judiciais,BPP
reserva para plano de opções de compra de açoes,BPP
tributos/parcelamento,BPP
 Derivativos ,BPP
 Dívida subordinada ,BPP
 Outras Contas a Pagar ,BPP
 Provisões Fiscais Previdenciárias Trabalhistas e Cíveis ,BPP
Ágio / deságio em transações de capital,BPP
Ágio e Deságio em Transações de Capital,BPP
Ágio e Valor Justo na Combinação de Negócios,BPP
Ágio em Transação de Capital,BPP
Ágio em Transações de Capital,BPP
